,Unnamed: 0,cty_name,iso3numeric,id,year,eiacty,oil_prod32_14,oil_price_2000,oil_value_nom,oil_value_2000,oil_value_2014,gas_prod55_14,gas_price_2000_mboe,gas_price_2000,gas_price_nom,gas_value_nom,gas_value_2000,gas_value_2014,oil_gas_value_nom,oil_gas_value_2000,oil_gas_value_2014,oil_gas_valuePOP_nom,oil_gas_valuePOP_2000,oil_gas_valuePOP_2014,oil_exports,net_oil_exports,net_oil_exports_mt,net_oil_exports_value,net_oil_exports_valuePOP,gas_exports,net_gas_exports_bcf,net_gas_exports_mboe,net_gas_exports_value,net_gas_exports_valuePOP,net_oil_gas_exports_valuePOP,population,pop_maddison,sovereign,mult_nom_2000,mult_nom_2014,mult_2000_2014,oil_price_nom
1157,1158,Madagascar,450,MDG,1957,Madagascar,,11.47628,,,,,12852184.26,2.373964135,0.11,,,,,,,,,,,,,,,,,,,,,5181679.0,5181679.0,0,6.111378,8.40176064,1.374773519,
1158,1159,United Arab Emirates,784,ARE,1966,United Arab Emirates,,9.413322,,,,,16123642.91,2.978244726,0.16,,,,,,,,,,,,,,,,,,,,,156574.0,156574.0,0,5.30376,7.2914688,1.374773519,
1159,1160,Uruguay,858,URY,1933,Uruguay,,8.815239,,,,,0.0,,0.06,,,,,,,,,,,,,,,,,,,,,1799000.0,1799000.0,1,13.280064,18.25708032,1.374773519,
1160,1161,Kuwait,414,KWT,1977,Kuwait,99300000.0,39.04015,10131936480.0,28770423926.0,39552816949.0,63.49812391,22498960.61,4.155848101,0.79,503117642.3,1428641789.0,1964058899.0,10635054122.0,30199065715.0,41516875848.0,9288.346108,26374.98327,36259.62856,,,,,,,,,,,,1144989.0,1140357.0,1,2.839578,3.90377664,1.374773519,
1161,1162,Serbia,688,SRB,1972,,,10.08942,,,,,13591757.16,2.510572785,0.19,,,,,,,,,,,,,,,,,,,,,,,0,4.117302,5.66035776,1.374773519,
1162,1163,Honduras,340,HND,1998,Honduras,0.0,13.61725,0.0,0.0,0.0,0.0,11312955.48,2.089648734,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6022706.0,6022706.0,1,1.056441718,1.452368098,1.374773519,
1163,1164,Switzerland,756,CHE,1993,Switzerland,0.0,20.01414,0.0,0.0,0.0,0.064089463,15124772.63,2.793740506,2.04,813411.2738,969338.556,1332620.978,813411.2738,969338.556,1332620.978,0.117240022,0.139714407,0.192075667,0.0,-99.11322,-4935838.356,-724038039.2,-104.3583222,0.0,-87.02,-16.2558807,-245866499.5,-35.43766207,-139.7959842,6938000.0,7058211.0,1,1.191695502,1.638311419,1.374773519,
1164,1165,"Iran, Islamic Rep.",364,IRN,1972,Iran,252000000.0,10.08942,4580956800.0,18861182595.0,25929854371.0,287.2731381,13591757.16,2.510572785,0.19,948326533.4,3904546733.0,5367867452.0,5529283333.0,22765729327.0,31297721823.0,183.0694601,753.7522541,1036.238639,,,,,,,,,,,,30203199.0,30522278.0,1,4.117302,5.66035776,1.374773519,
1165,1166,Yemen Arab Rep. (North Yemen),886,,2008,,,77.78562545,,,,,38316711.63,7.077590651,7.96,,,,,,,,,,,,,,,,,,,,,,,0,0.799803068,1.099548079,1.374773519,
1166,1167,Barbados,52,BRB,1937,Barbados,,13.9813,,,,,0.0,,0.05,,,,,,,,,,,,,,,,,,,,,,,0,11.986842,16.47919296,1.374773519,
1167,1168,Vietnam,704,VNM,1942,Vietnam,0.0,12.42108,0.0,0.0,0.0,,0.0,,0.05,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0,10.559304,14.51665152,1.374773519,
1168,1169,Taiwan,158,TWN,1992,Taiwan,99550.1,23.38595,14098457.61,17304022.81,23789112.34,5.752584,15418014.81,2.847906118,1.74,72262994.02,88693425.3,121933372.4,86361451.63,105997448.1,145722484.8,4.167796027,5.115427483,7.032554243,0.0,-456.44028,-22730725.94,-3896115692.0,-188.0261991,0.0,-79.1056,-14.77742124,-227838499.5,-10.99546586,-199.021665,20721132.0,20591000.0,1,1.227369922,1.687355666,1.374773519,
1169,1170,Greece,300,GRC,1963,Greece,0.0,9.994071,0.0,0.0,0.0,0.0,17058352.72,3.150897679,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8479625.0,8479625.0,1,5.62233,7.7294304,1.374773519,
1170,1171,Madagascar,450,MDG,1967,Madagascar,0.0,9.161955,0.0,0.0,0.0,0.0,15656296.57,2.891919831,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,6334556.0,6334556.0,1,5.153946,7.08550848,1.374773519,
1171,1172,Cameroon,120,CMR,1993,Cameroon,6600000.0,20.01414,821053719.3,978446024.0,1345141684.0,0.0,15124772.63,2.793740506,2.04,0.0,0.0,0.0,821053719.3,978446024.0,1345141684.0,64.89661873,77.33700862,106.3208715,108.82359,108.82359,5419414.782,794973856.4,62.83524944,0.0,0.0,0.0,0.0,0.0,62.83524944,12651718.0,12920473.0,1,1.191695502,1.638311419,1.374773519,
1172,1173,Belize,84,BLZ,1997,Belize,0.0,20.3782,0.0,0.0,0.0,0.0,12932015.08,2.388709916,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228954.0,228954.0,1,1.072897196,1.474990654,1.374773519,
1173,1174,Cambodia,116,KHM,2005,Cambodia,0.0,47.25731,0.0,0.0,0.0,0.0,48773200.88,9.00903903,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13526825.0,13526825.0,1,0.88172043,1.212165899,1.374773519,
1174,1175,Mexico,484,MEX,2003,Mexico,168000000.0,26.54107,35475909448.0,33200823950.0,45643613581.0,281.978267,32052805.64,5.920566456,4.88,9657536611.0,9038194589.0,12425470582.0,45133446059.0,42239018540.0,58069084164.0,446.8597589,418.2024483,574.9336515,2107.3314,2099.608,104560478.4,20339932659.0,201.3827482,0.0,-342.87334,-64.05088612,-2053010604.0,-20.32656275,181.0561855,101001366.0,103718062.0,1,0.935869565,1.286608696,1.374773519,
1175,1176,Honduras,340,HND,1965,Honduras,0.0,9.708031,0.0,0.0,0.0,0.0,16590994.96,3.064570675,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2329159.0,2329159.0,1,5.451852,7.49506176,1.374773519,
1176,1177,Kuwait,414,KWT,2009,Kuwait,117030000.0,49.50098024,52903454916.0,42463420932.0,58377586631.0,77.11307097,16918245.46,3.125018062,3.71,1625370514.0,1304617863.0,1793554091.0,54528825430.0,43768038796.0,60171140722.0,20605.79447,16539.42121,22737.9583,1495.17343,1495.17343,74459636.81,27014580903.0,10208.48877,0.0,-31.43035,-5.871386118,-99333551.55,-37.53696749,10170.9518,2646286.0,2693000.0,1,0.802658749,1.103473993,1.374773519,
1177,1178,Colombia,170,COL,1961,Colombia,7274180.0,10.23677,95975530.92,552001346.6,758876833.8,3.213053434,16357321.79,3.021408228,0.15,9137986.91,52556948.96,72253901.67,105113517.8,604558295.5,831130735.5,6.045997847,34.7734357,47.80559857,,,,,,,,,,,,17385636.0,16476124.0,1,5.75148,7.9069824,1.374773519,
1178,1179,"Iran, Islamic Rep.",364,IRN,2013,Iran,155042271.8,80.31953005,123486000000.0,91279921246.0,125489000000.0,1509.981972,14835996.85,2.740399897,3.707290005,30306174004.0,22402087782.0,30797797057.0,153792000000.0,113682000000.0,156287000000.0,1985.769409,1467.865281,2017.982318,,,,,,328.67671,140.48307,26.24311683,,,,77447168.0,,1,0.739192211,1.016221878,1.374773519,
1179,1180,France including Algeria,991,,1967,,,9.161955,,,,,15656296.57,2.891919831,0.16,,,,,,,,,,,,,,,,,,,,,,,0,5.153946,7.08550848,1.374773519,
1180,1181,Jordan,400,JOR,1958,Jordan,,12.24772,,,,,13786882.65,2.546614979,0.12,,,,,,,,,,,,,,,,,,,,,778683.0,778683.0,1,5.952954,8.18396352,1.374773519,
1181,1182,Mexico,484,MEX,1967,Mexico,20500000.0,9.161955,270477000.0,1394023852.0,1916467077.0,52.22415697,15656296.57,2.891919831,0.16,158642890.2,817636889.6,1124065544.0,429119890.2,2211660742.0,3040532621.0,9.349432951,48.18647256,66.24548646,,,,,,,,,,,,45897959.0,47995559.0,1,5.153946,7.08550848,1.374773519,
1182,1183,Colombia,170,COL,1972,Colombia,10100000.0,10.08942,183601840.0,755944223.0,1039252100.0,25.63350881,13591757.16,2.510572785,0.19,84619594.8,348404426.9,478977180.1,268221434.8,1104348650.0,1518229280.0,11.30903009,46.56269219,64.01315621,,,,,,,,,,,,23717457.0,22542890.0,1,4.117302,5.66035776,1.374773519,
1183,1184,Serbia,688,SRB,1933,,,8.815239,,,,,0.0,,0.06,,,,,,,,,,,,,,,,,,,,,,,0,13.280064,18.25708032,1.374773519,
1184,1185,Zambia,894,ZMB,2009,Zambia,0.0,49.50098024,0.0,0.0,0.0,0.0,16918245.46,3.125018062,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.16,-505968.0,-183569435.1,-14.42731057,0.0,0.0,0.0,0.0,0.0,-14.42731057,12723746.0,11863000.0,1,0.802658749,1.103473993,1.374773519,
1185,1186,Syrian Arab Republic,760,SYR,1936,Syria,,13.38321,,,,,0.0,,0.06,,,,,,,,,,,,,,,,,,,,,,,0,12.420786,17.07576768,1.374773519,
1186,1187,Morocco,504,MAR,2009,Morocco,24900.0,49.50098024,11256054.24,9034770.411,12420763.11,0.435406162,16918245.46,3.125018062,3.71,9177384.945,7366308.317,10127005.61,20433439.18,16401078.73,22547768.72,0.645922132,0.51845505,0.712758274,0.0,-95.72,-4766856.0,-1729455348.0,-54.66987104,0.0,-20.58865,-3.846088694,-65069072.6,-2.056900638,-56.72677168,31634524.0,31285000.0,1,0.802658749,1.103473993,1.374773519,
1187,1188,South Vietnam,714,VSO,2014,,,71.97258787,,,,,17121245.37,3.162514763,4.34774155,,,,,,,,,,,,,,,,,,,,,,,0,0.727392539,1.0,1.374773519,
1188,1189,Sudan including South Sudan,736,SDN,1985,Sudan,0.0,43.43477,0.0,0.0,0.0,0.0,27598504.35,5.097799578,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,23232739.0,23232739.0,1,1.600371747,2.200148699,1.374773519,
1189,1190,Paraguay,600,PRY,2001,Paraguay,0.0,23.698,0.0,0.0,0.0,0.0,20814444.2,3.844696203,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.96304,-97759.392,-16979844.5,-2.958161063,0.0,0.0,0.0,0.0,0.0,-2.958161063,5740000.0,5740000.0,1,0.972332016,1.336736307,1.374773519,
1190,1191,Serbia and Montenegro,891,SCG,1996,Serbia,1032000.0,22.48449,156348020.6,171594194.7,235903154.9,4.429527477,12412518.01,2.29275211,2.17,50096465.77,54981589.58,75587233.4,206444486.4,226575784.3,311490388.3,19.52270339,21.42644693,29.45651185,,,,,,,,,,,,10574585.0,22502056.0,1,1.09751434,1.508833652,1.374773519,
1191,1192,Slovak Republic,703,SVK,1940,Slovakia,,12.37774,,,,,0.0,,0.05,,,,,,,,,,,,,,,,,,,,,,,0,12.270972,16.86980736,1.374773519,
1192,1193,Lebanon,422,LBN,1966,Lebanon,0.0,9.413322,0.0,0.0,0.0,0.0,16123642.91,2.978244726,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2121579.0,2121579.0,1,5.30376,7.2914688,1.374773519,
1193,1194,Sudan including South Sudan,736,SDN,2011,Sudan and South Sudan,22510282.26,85.17070839,18357214720.0,14053198310.0,19319964896.0,,16370738.55,3.023886476,3.95,,,,18357214720.0,14053198310.0,19319964896.0,534.90905,409.4947449,562.9625315,362.9,362.9,18072420.0,11281584278.0,328.7329598,0.0,0.0,0.0,0.0,0.0,328.7329598,34318385.0,,1,0.76554088,1.05244533,1.374773519,
1194,1195,Panama,591,PAN,1956,Panama,,12.07436,,,,,13319530.6,2.46028903,0.11,,,,,,,,,,,,,,,,,,,,,1036550.0,1036550.0,1,6.333516,8.70715008,1.374773519,
1195,1196,Ukraine,804,UKR,1978,Ukraine,,36.53513,,,,,20099450.44,3.712627637,0.91,,,,,,,,,,,,,,,,,,,,,49642987.0,49642987.0,0,2.641104295,3.630920245,1.374773519,
1196,1197,South Africa,710,ZAF,2000,South Africa,901058.4,28.50001,188205548.1,188205548.1,258740003.7,13.774536,20051474.29,3.703765823,3.68,276199754.5,276199754.5,379712108.4,464405302.6,464405302.6,638452112.1,10.30543877,10.30543877,14.16764432,3.55027,-361.84864,-18020062.27,-3764131798.0,-83.52839545,0.0,0.0,0.0,0.0,0.0,-83.52839545,45064098.0,45064098.0,1,1.0,1.374773519,1.374773519,
1197,1198,Oman,512,OMN,1961,Oman,,10.23677,,,,,16357321.79,3.021408228,0.15,,,,,,,,,,,,,,,,,,,,,613723.0,613723.0,0,5.75148,7.9069824,1.374773519,
1198,1199,Mauritania,478,MRT,1984,Mauritania,0.0,45.81844,0.0,0.0,0.0,0.0,29369761.6,5.424973629,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1684770.0,1684770.0,1,1.657362849,2.278498556,1.374773519,
1199,1200,Maldives,462,MDV,1956,Maldives,,12.07436,,,,,13319530.6,2.46028903,0.11,,,,,,,,,,,,,,,,,,,,,81585.0,81585.0,0,6.333516,8.70715008,1.374773519,
1200,1201,Cape Verde,132,CPV,2000,Cape Verde,0.0,28.50001,0.0,0.0,0.0,0.0,20051474.29,3.703765823,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401553.0,401553.0,1,1.0,1.374773519,1.374773519,
1201,1202,German Democratic Republic (East Germany),278,DDR,1988,,49118.0,21.41834,5373083.472,7821174.758,10752343.95,80.75,14635548.34,2.703374473,1.69,811901094.6,1181820528.0,1624735567.0,817274178.1,1189641703.0,1635487911.0,49.03841222,71.38135744,98.13319997,,,,,,,,,,,,16666000.0,,1,1.455621302,2.00114962,1.374773519,
1202,1203,Guinea,324,GIN,1949,Guinea,,12.70712,,,,,0.0,,0.06,,,,,,,,,,,,,,,,,,,,,,,0,7.220346,9.92634048,1.374773519,
1203,1204,Albania,8,ALB,1966,Albania,890396.0,9.413322,11747884.82,62307961.61,85659335.66,0.0,16123642.91,2.978244726,0.16,0.0,0.0,0.0,11747884.82,62307961.61,85659335.66,6.105407571,32.38161646,44.51738882,,,,,,,,,,,,1924177.0,1932963.0,1,5.30376,7.2914688,1.374773519,
1204,1205,Albania,8,ALB,1984,Albania,1400000.0,45.81844,295340360.0,489486140.4,672932583.9,3.712285836,29369761.6,5.424973629,2.66,65784598.75,109028950.0,149890113.3,361124958.8,598515090.4,822822697.2,125.0058271,207.1800138,284.8255966,,,,,,,,,,,,2888865.0,2895998.0,1,1.657362849,2.278498556,1.374773519,
1205,1206,China,156,CHN,1937,China,,13.9813,,,,,0.0,,0.05,,,,,,,,,,,,,,,,,,,,,510640000.0,510640000.0,1,11.986842,16.47919296,1.374773519,
1206,1207,Federal Republic of Germany (West Germany),280,,1977,,5323961.096,39.04015,543222916.9,1542523844.0,2120620933.0,128.92735,22498960.61,4.155848101,0.79,1021536077.0,2900731369.0,3987848672.0,1564758993.0,4443255213.0,6108469606.0,25.50419692,72.42115647,99.56268814,,,,,,,,,,,,61353000.0,,1,2.839578,3.90377664,1.374773519,
1207,1208,Cyprus,196,CYP,1937,Cyprus,,13.9813,,,,,0.0,,0.05,,,,,,,,,,,,,,,,,,,,,,,0,11.986842,16.47919296,1.374773519,
1208,1209,Ethiopia including Eritrea,230,,1965,Ethiopia,0.0,9.708031,0.0,0.0,0.0,0.0,16590994.96,3.064570675,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,30233148.0,30233148.0,1,5.451852,7.49506176,1.374773519,
1209,1210,Dominican Republic,214,DOM,2011,Dominican Republic,0.0,85.17070839,0.0,0.0,0.0,0.0,16370738.55,3.023886476,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.32,-1360536.0,-849305270.0,-84.45604449,0.0,-32.84295,-6.13526864,-100438878.8,-9.987775561,-94.44382005,10056181.0,,1,0.76554088,1.05244533,1.374773519,
1210,1211,Russian Federation,643,RUS,1935,Russia,25200000.0,12.03969,179174520.0,2246468989.0,3088386078.0,,0.0,,0.06,,,,179174520.0,2246468989.0,3088386078.0,,,,,,,,,,,,,,,,,0,12.537882,17.23674816,1.374773519,
1211,1212,"Venezuela, RB",862,VEN,1954,Venezuela,94500000.0,12.21305,1336882050.0,8556946179.0,11763863011.0,,0.0,,0.1,,,,1336882050.0,8556946179.0,11763863011.0,222.2548892,1422.58109,1955.726812,,,,,,,,,,,,6015085.0,5918702.0,1,6.400674,8.79947712,1.374773519,
1212,1213,Bangladesh,50,BGD,2001,Bangladesh,168364.836,23.698,30166554.28,29331906.53,40324728.37,67.94974946,20814444.2,3.844696203,4.0,1454581610.0,1414336269.0,1944392049.0,1484748164.0,1443668175.0,1984716778.0,11.30141866,10.98873119,15.10701665,0.0,-28.06,-1397388.0,-242712546.2,-1.847448723,0.0,0.0,0.0,0.0,0.0,-1.847448723,131377149.0,139067475.0,1,0.972332016,1.336736307,1.374773519,
1213,1214,New Zealand,554,NZL,1955,New Zealand,820.0,12.26506,11600.458,74550.38974,102489.9017,0.000875539,12384826.5,2.287637131,0.1,1687.293745,10843.4,14907.21918,13287.75174,85393.78974,117397.1208,0.006227236,0.04001936,0.055017556,,,,,,,,,,,,2133812.0,2136168.0,1,6.426504,8.83498752,1.374773519,
1214,1215,Sweden,752,SWE,1997,Sweden,0.0,20.3782,0.0,0.0,0.0,0.0,12932015.08,2.388709916,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.12986,-409.5541,-20395794.18,-3046281007.0,-343.8363822,0.0,-32.0307,-5.983535256,-77379168.14,-8.733853894,-352.5702361,8859682.0,8846000.0,1,1.072897196,1.474990654,1.374773519,
1215,1216,Norway,578,NOR,1980,Norway,24600000.0,75.97401,6641111940.0,13878634418.0,19079979080.0,186.4495561,30804095.01,5.689913502,1.59,2748298321.0,5743409841.0,7895887759.0,9389410261.0,19622044260.0,26975866840.0,2297.646431,4801.634896,6601.160504,,,,,,,,,,,,4086534.0,4085620.0,1,2.089805825,2.873009709,1.374773519,
1216,1217,Federal Republic of Germany (West Germany),280,,1968,,7866353.425,8.797903,103788667.1,513474295.4,705910864.1,42.56,14955265.64,2.76243038,0.16,128655091.4,636496105.5,875037990.9,232443758.5,1149970401.0,1580948855.0,3.844396713,19.01940692,26.14737699,,,,,,,,,,,,60463000.0,,1,4.947306,6.80142528,1.374773519,
1217,1218,Central African Republic,140,CAF,1955,Central African Republic,0.0,12.26506,0.0,0.0,0.0,,12384826.5,2.287637131,0.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1348342.0,1348342.0,0,6.426504,8.83498752,1.374773519,
1218,1219,Sudan,729,SDN,2010,Sudan,25464172.75,62.7780519,14838031041.0,11717673191.0,16109146809.0,,19153401.38,3.537880178,4.48,,,,14838031041.0,11717673191.0,16109146809.0,441.5602704,348.7025286,479.3870023,,,,,,,,,,,,33603637.0,,0,0.789705397,1.085666067,1.374773519,
1219,1220,Denmark,208,DNK,2002,Denmark,18500000.0,23.71533,3386662566.0,3241708138.0,4456614504.0,56.84029527,19291137.04,3.56332173,2.95,1145545036.0,1096513926.0,1507458308.0,4532207602.0,4338222063.0,5964072813.0,843.9395278,807.8176025,1110.566248,276.6224,195.90264,9755951.472,1695751951.0,315.7649045,116.18635,116.18635,21.70433745,418701348.1,77.96611475,393.7310192,5370299.0,5374693.0,1,0.957198444,1.315931073,1.374773519,
1220,1221,Zimbabwe,716,ZWE,1941,Zimbabwe,,13.17518,,,,,0.0,,0.05,,,,,,,,,,,,,,,,,,,,,,,0,11.688936,16.06963968,1.374773519,
1221,1222,Malta,470,MLT,2012,Malta,0.0,83.75446549,0.0,0.0,0.0,0.0,10800827.73,1.995052136,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419455.0,,1,0.7500196,1.031107085,1.374773519,
1222,1223,Cuba,192,CUB,1940,Cuba,,12.37774,,,,,0.0,,0.05,,,,,,,,,,,,,,,,,,,,,4566000.0,4566000.0,1,12.270972,16.86980736,1.374773519,
1223,1224,Netherlands,528,NLD,1997,Netherlands,2069000.0,20.3782,289553790.7,310661450.2,427089135.2,440.2756993,12932015.08,2.388709916,2.32,5306801062.0,5693651981.0,7827481971.0,5596354853.0,6004313431.0,8254571106.0,358.7488136,384.9005962,529.1511472,10.22232,-1266.31024,-63062249.95,-9418870016.0,-603.7873816,1499.86337,1244.78312,232.5332785,3007123863.0,192.7687122,-411.0186694,15599647.0,15604464.0,1,1.072897196,1.474990654,1.374773519,
1224,1225,Haiti,332,HTI,1962,Haiti,0.0,10.12409,0.0,0.0,0.0,0.0,17292025.89,3.194060127,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,3848000.0,3848000.0,1,5.689488,7.82175744,1.374773519,
1225,1226,"Yugoslavia, Fed. Rep.",890,YUG,1972,,3232952.8,10.08942,58769909.18,241973464.6,332658711.5,8.193509348,13591757.16,2.510572785,0.19,27047855.45,111364189.4,153100538.5,85817764.63,353337654.0,485759250.0,4.248932782,17.49413944,24.05047965,,,,,,,,,,,,20197487.0,20197487.0,1,4.117302,5.66035776,1.374773519,
1226,1227,Cyprus,196,CYP,1969,Cyprus,0.0,8.347174,0.0,0.0,0.0,0.0,15188938.81,2.805592827,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,609400.0,609400.0,1,4.694172,6.45342336,1.374773519,
1227,1228,Ghana,288,GHA,1963,Ghana,0.0,9.994071,0.0,0.0,0.0,0.0,17058352.72,3.150897679,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,7563839.0,7563839.0,1,5.62233,7.7294304,1.374773519,
1228,1229,Mali,466,MLI,1938,Mali,,13.66059,,,,,0.0,,0.05,,,,,,,,,,,,,,,,,,,,,,,0,12.214146,16.79168448,1.374773519,
1229,1230,Saudi Arabia,682,SAU,1962,Saudi Arabia,81900000.0,10.12409,1080588600.0,6147995873.0,8452101922.0,0.0,17292025.89,3.194060127,0.16,0.0,0.0,0.0,1080588600.0,6147995873.0,8452101922.0,249.3323264,1418.573279,1950.216979,,,,,,,,,,,,4333929.0,4943029.0,1,5.689488,7.82175744,1.374773519,
1230,1231,Norway,578,NOR,2007,Norway,113057079.0,60.11999161,59989436550.0,49821941401.0,68493885711.0,901.8185195,31248808.19,5.77205776,6.25,33931787934.0,28180753934.0,38742154258.0,93921224484.0,78002695335.0,107236000000.0,19944.3986,16564.06053,22771.83179,2012.96315,1991.78488,99190887.02,43707322950.0,9281.355469,3011.6632,3011.6632,562.5975372,17580502527.0,3733.262123,13014.61759,4709153.0,4627926.0,1,0.830511908,1.141765778,1.374773519,
1231,1232,Belgium,56,BEL,1960,Belgium,0.0,10.91287,0.0,0.0,0.0,0.0,15656296.57,2.891919831,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,9118700.0,9118700.0,1,5.808306,7.98510528,1.374773519,
1232,1233,Panama,591,PAN,1972,Panama,0.0,10.08942,0.0,0.0,0.0,0.0,13591757.16,2.510572785,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1617000.0,1617000.0,1,4.117302,5.66035776,1.374773519,
1233,1234,Pakistan,586,PAK,2001,Pakistan,2981526.0,23.698,534211110.0,519430565.4,714099386.4,163.5411931,20814444.2,3.844696203,4.0,3500881369.0,3404019039.0,4679755233.0,4035092479.0,3923449604.0,5393854619.0,28.5223379,27.73318231,38.12684464,4.91096,-136.58904,-6802134.192,-1181463781.0,-8.351260682,0.0,0.0,0.0,0.0,0.0,-8.351260682,141471309.0,150399566.0,1,0.972332016,1.336736307,1.374773519,
1234,1235,Denmark,208,DNK,1980,Denmark,298000.0,75.97401,80449242.2,168123295.0,231131453.9,0.0,30804095.01,5.689913502,1.59,0.0,0.0,0.0,80449242.2,168123295.0,231131453.9,15.70552789,32.82150367,45.12213411,,,,,,,,,,,,5122352.0,5123027.0,1,2.089805825,2.873009709,1.374773519,
1235,1236,Ethiopia,231,ETH,1998,Ethiopia,0.0,13.61725,0.0,0.0,0.0,0.0,11312955.48,2.089648734,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64447014.0,64447014.0,1,1.056441718,1.452368098,1.374773519,
1236,1237,El Salvador,222,SLV,1977,El Salvador,0.0,39.04015,0.0,0.0,0.0,0.0,22498960.61,4.155848101,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,4282586.0,4282586.0,1,2.839578,3.90377664,1.374773519,
1237,1238,Spain,724,ESP,1933,Spain,,8.815239,,,,,0.0,,0.06,,,,,,,,,,,,,,,,,,,,,24122000.0,24122000.0,1,13.280064,18.25708032,1.374773519,
1238,1239,Netherlands,528,NLD,2007,Netherlands,232217.898,60.11999161,123217590.4,102333676.1,140685628.1,502.4323222,31248808.19,5.77205776,6.25,18904498676.0,15700411263.0,21584509644.0,19027716267.0,15802744939.0,21725195272.0,1161.522975,964.6586616,1326.187183,90.35414,-1239.76573,-61740333.35,-27205167430.0,-1660.705182,1965.91542,1044.44112,195.1081389,6096896808.0,372.1773867,-1288.527795,16381696.0,16570613.0,1,0.830511908,1.141765778,1.374773519,
1239,1240,Lebanon,422,LBN,1994,Lebanon,0.0,18.26323,0.0,0.0,0.0,0.0,13479751.89,2.489883966,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3293096.0,3293096.0,1,1.16194332,1.597408907,1.374773519,
1240,1241,Swaziland,748,SWZ,1994,Swaziland,0.0,18.26323,0.0,0.0,0.0,0.0,13479751.89,2.489883966,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997652.0,997652.0,1,1.16194332,1.597408907,1.374773519,
1241,1242,Benin,204,BEN,2008,Benin,0.0,77.78562545,0.0,0.0,0.0,0.0,38316711.63,7.077590651,7.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8532547.0,8532547.0,1,0.799803068,1.099548079,1.374773519,
1242,1243,Federal Republic of Germany (West Germany),280,,1959,,,12.14371,,,,2.7421885,14721586.76,2.719266878,0.13,6840765.076,40369365.9,55498735.22,6840765.076,40369365.9,55498735.22,0.123799068,0.730574695,1.004374744,,,,,,,,,,,,55257000.0,,1,5.901294,8.11294272,1.374773519,
