,oil_price_2000
3292,49.50098024
3293,36.53513
3294,74.01507
3295,39.93295
3296,9.413323
3297,74.01507
3298,20.01414
3299,75.97401
3300,50.38642
3301,14.06798
3302,80.31953005
3303,12.24772
3304,49.50098024
3305,74.01507
3306,43.43477
3307,27.45986
3308,11.71031
3309,9.933396
3310,12.26506
3311,13.38321
3312,9.933396
3313,60.11999161
3314,23.698
3315,23.38595
3316,13.9813
3317,19.09535
3318,12.14371
3319,58.02282
3320,13.9813
3321,23.698
3322,10.08942
3323,20.3782
3324,71.97258787
3325,12.27372
3326,12.42108
3327,12.58577
3328,12.21305
3329,24.86816
3330,9.413322
3331,13.17518
3332,50.38642
3333,11.71031
3334,74.01507
3335,39.93295
3336,13.17518
3337,9.413323
3338,12.07436
3339,21.41834
3340,12.21305
3341,39.93295
3342,9.768706
3343,62.7780519
3344,24.95484
3345,23.698
3346,12.08303
3347,10.95621
3348,8.347174
3349,23.71533
3350,20.01414
3351,12.42108
3352,36.43979
3353,38.23404
3354,12.07436
3355,9.768706
3356,12.21305
3357,83.75446549
3358,28.50001
3359,12.26506
3360,43.43477
3361,9.994071
3362,12.71579
3363,13.66059
3364,8.347174
3365,12.49909
3366,75.97401
3367,27.45986
3368,12.07436
3369,85.17070839
3370,39.04015
3371,13.17518
3372,49.50098024
3373,75.97401
3374,23.38595
3375,39.93295
3376,10.08942
3377,10.95621
3378,12.03969
3379,11.71031
3380,7.879107
3381,12.27372
3382,62.7780519
3383,11.47628
3384,12.14371
3385,12.42108
3386,9.708031
3387,12.26506
3388,20.01414
3389,55.369
3390,55.369
3391,24.86816
3392,10.12409
3393,47.25731
3394,9.413323
3395,12.27372
3396,50.38642
3397,47.25731
3398,7.879107
3399,67.14143
3400,9.413322
3401,10.95621
3402,11.81433
3403,14.06798
3404,27.45986
3405,83.75446549
3406,43.43477
3407,10.08942
3408,9.864053
3409,24.95484
3410,10.23677
3411,14.06798
3412,10.95621
3413,85.17070839
3414,12.37774
3415,12.42108
3416,12.07436
3417,12.49909
3418,67.14143
3419,22.48449
3420,10.91287
3421,55.369
3422,55.369
3423,12.58577
3424,45.81844
3425,12.21305
3426,12.03969
3427,9.994071
3428,58.02282
3429,10.91287
3430,74.01507
3431,12.71579
3432,11.47628
3433,12.03969
3434,9.413323
3435,58.02282
3436,36.43979
3437,26.54107
3438,13.17518
3439,85.17070839
3440,12.08303
3441,85.17070839
3442,38.23404
3443,18.26323
3444,18.55794
3445,12.27372
3446,22.48449
3447,13.66059
3448,12.03969
3449,12.49909
3450,19.09535
3451,26.54107
3452,20.3782
3453,23.38595
3454,13.17518
3455,13.17518
3456,12.58577
3457,43.43477
3458,43.43477
3459,75.97401
3460,77.78562545
3461,13.17518
3462,22.48449
3463,12.71579
3464,23.38595
3465,77.78562545
3466,24.95484
3467,75.97401
3468,49.50098024
3469,18.55794
3470,12.14371
3471,12.71579
3472,24.86816
3473,21.41834
3474,9.864053
3475,43.43477
3476,39.04015
3477,36.53513
3478,12.71579
3479,12.03969
3480,11.19891
3481,12.58577
3482,23.38595
3483,12.14371
3484,21.41834
3485,11.81433
3486,11.47628
3487,9.708031
3488,9.933396
3489,10.08942
3490,20.3782
3491,
3492,39.04015
3493,11.81433
3494,36.43979
3495,12.71579
3496,9.708031
3497,9.413322
3498,11.81433
3499,24.86816
3500,75.97401
3501,11.71031
3502,39.04015
3503,8.797903
3504,10.95621
3505,10.91287
3506,50.38642
3507,85.17070839
3508,12.37774
3509,49.50098024
3510,20.01414
3511,45.81844
3512,12.71579
3513,18.26323
3514,74.01507
3515,83.75446549
3516,26.54107
3517,30.875
3518,12.26506
3519,13.61725
3520,30.875
3521,9.413322
3522,12.07436
3523,20.01414
3524,12.27372
3525,13.9813
3526,50.38642
3527,9.708031
3528,9.161955
3529,36.53513
3530,47.25731
3531,23.71533
3532,8.797903
3533,10.86086
3534,8.815239
3535,11.71031
3536,36.43979
3537,11.81433
3538,12.58577
3539,80.31953005
3540,85.17070839
3541,75.97401
3542,13.9813
3543,49.50098024
3544,10.23677
3545,83.75446549
3546,12.14371
3547,21.41834
3548,13.38321
3549,11.47628
3550,13.66059
3551,20.01414
3552,11.47628
3553,34.29882
3554,9.933396
3555,9.413323
3556,10.91287
3557,47.25731
3558,9.864053
3559,12.70712
3560,39.04015
3561,50.38642
3562,11.81433
3563,18.55794
3564,36.43979
3565,10.23677
3566,10.95621
3567,75.97401
3568,10.86086
3569,83.75446549
3570,75.97401
3571,36.43979
3572,12.03969
3573,28.50001
3574,9.994071
3575,14.47537
3576,12.08303
3577,12.37774
3578,60.11999161
3579,21.41834
3580,12.70712
3581,12.24772
3582,9.994071
3583,22.48449
3584,77.78562545
3585,26.54107
3586,39.04015
3587,24.95484
3588,74.01507
3589,13.9813
3590,23.71533
3591,22.48449
3592,9.933396
3593,9.864053
3594,12.71579
3595,11.81433
3596,20.3782
3597,13.61725
3598,12.14371
3599,12.26506
3600,9.413323
3601,23.698
3602,36.43979
3603,8.797903
3604,9.994071
3605,28.50001
3606,12.03969
3607,13.38321
3608,8.347174
3609,13.61725
3610,8.815239
3611,23.698
3612,12.08303
3613,8.797903
3614,12.49909
3615,58.02282
3616,60.11999161
3617,7.879107
3618,39.04015
3619,7.879107
3620,18.55794
3621,43.43477
3622,11.47628
3623,45.81844
3624,9.994071
3625,28.50001
3626,14.47537
3627,18.55794
3628,43.43477
3629,22.21579
3630,12.70712
3631,23.71533
3632,12.07436
3633,12.71579
3634,13.9813
3635,49.50098024
3636,21.41834
3637,9.994071
3638,74.01507
3639,43.43477
3640,67.14143
3641,9.413322
3642,9.994071
3643,24.95484
3644,74.01507
3645,12.70712
3646,12.42108
3647,18.55794
3648,8.815239
3649,11.71031
3650,9.768706
3651,67.14143
3652,30.875
3653,18.55794
3654,13.61725
3655,62.7780519
3656,26.54107
3657,9.413323
3658,38.23404
3659,34.29882
3660,12.07436
3661,12.70712
3662,23.698
3663,22.21579
3664,24.95484
3665,14.47537
3666,13.17518
3667,58.02282
3668,10.91287
3669,39.04015
3670,12.26506
3671,11.19891
3672,10.12409
3673,11.19891
3674,9.933396
3675,9.994071
3676,10.95621
3677,23.38595
3678,75.97401
3679,10.95621
3680,9.994071
3681,36.43979
3682,24.95484
3683,22.48449
3684,36.53513
3685,9.864053
3686,11.71031
3687,43.43477
3688,13.38321
3689,12.26506
3690,13.61725
3691,12.21305
3692,10.91287
3693,13.61725
3694,12.14371
3695,12.24772
3696,50.38642
3697,28.50001
3698,10.08942
3699,55.369
3700,9.994071
3701,12.26506
3702,13.66059
3703,12.26506
3704,85.17070839
3705,27.45986
3706,30.875
3707,9.864053
3708,36.43979
3709,18.26323
3710,38.23404
3711,9.933396
3712,12.27372
3713,23.698
3714,8.815239
3715,22.21579
3716,10.23677
3717,12.58577
3718,58.02282
3719,13.61725
3720,10.95621
3721,10.86086
3722,75.97401
3723,38.23404
3724,22.48449
3725,9.768706
3726,14.47537
3727,23.38595
3728,75.97401
3729,12.21305
3730,22.48449
3731,80.31953005
3732,23.71533
3733,13.17518
3734,34.29882
3735,12.71579
3736,9.413323
3737,80.31953005
3738,28.50001
3739,8.797903
3740,13.66059
3741,60.11999161
3742,19.09535
3743,36.53513
3744,8.815239
3745,18.55794
3746,12.14371
3747,13.66059
3748,11.47628
3749,11.47628
3750,9.768706
3751,12.07436
3752,11.19891
3753,39.04015
3754,13.17518
3755,10.12409
3756,43.43477
3757,21.41834
3758,71.97258787
3759,27.45986
3760,
3761,36.43979
3762,83.75446549
3763,60.11999161
3764,74.01507
3765,18.26323
3766,13.61725
3767,13.38321
3768,11.19891
3769,23.38595
3770,11.71031
3771,11.47628
3772,13.61725
3773,62.7780519
3774,13.9813
3775,12.26506
3776,10.95621
3777,80.31953005
3778,10.08942
3779,10.95621
3780,85.17070839
3781,8.347174
3782,60.11999161
3783,23.38595
3784,11.47628
3785,12.71579
3786,47.25731
3787,14.47537
3788,12.08303
3789,85.17070839
3790,12.27372
3791,11.81433
3792,55.369
3793,11.81433
3794,13.17518
3795,8.797903
3796,26.54107
3797,8.797903
3798,11.71031
3799,22.21579
3800,30.875
3801,13.66059
3802,23.38595
3803,12.49909
3804,22.21579
3805,10.86086
3806,28.50001
3807,9.413323
3808,10.08942
3809,26.54107
3810,13.66059
3811,11.81433
3812,12.07436
3813,50.38642
3814,13.17518
3815,12.71579
3816,50.38642
3817,8.797903
3818,12.07436
3819,67.14143
3820,77.78562545
3821,11.19891
3822,13.66059
3823,22.48449
3824,55.369
3825,12.37774
3826,26.54107
3827,13.38321
3828,11.81433
3829,10.08942
3830,58.02282
3831,55.369
3832,23.71533
3833,26.54107
3834,83.75446549
3835,12.26506
3836,34.29882
3837,50.38642
3838,12.42108
3839,67.14143
3840,12.49909
3841,12.21305
3842,39.93295
3843,12.49909
3844,22.48449
3845,12.14371
3846,13.38321
3847,13.61725
3848,12.37774
3849,45.81844
3850,85.17070839
3851,9.933396
3852,45.81844
3853,12.26506
3854,75.97401
3855,13.17518
3856,12.42108
3857,30.875
3858,12.14371
3859,38.23404
3860,13.61725
3861,85.17070839
3862,12.71579
3863,12.24772
3864,22.21579
3865,12.07436
3866,22.48449
3867,36.43979
3868,13.38321
3869,12.07436
3870,12.24772
3871,12.08303
3872,9.994071
3873,60.11999161
3874,12.42108
3875,49.50098024
3876,14.06798
3877,12.24772
3878,13.9813
3879,45.81844
3880,36.43979
3881,12.14371
3882,23.71533
3883,26.54107
3884,11.81433
3885,18.26323
3886,12.03969
3887,55.369
3888,80.31953005
3889,13.61725
3890,14.06798
3891,39.04015
3892,12.42108
3893,39.93295
3894,22.48449
3895,9.413322
3896,13.61725
3897,12.49909
3898,39.04015
3899,24.86816
3900,14.47537
3901,8.815239
3902,22.48449
3903,58.02282
3904,23.698
3905,36.43979
3906,83.75446549
3907,23.698
3908,60.11999161
3909,10.12409
3910,39.93295
3911,62.7780519
3912,10.23677
3913,22.48449
3914,9.161955
3915,9.708031
3916,28.50001
3917,30.875
3918,12.14371
3919,39.93295
3920,77.78562545
3921,9.933396
3922,27.45986
3923,9.413323
3924,12.37774
3925,11.47628
3926,77.78562545
3927,10.23677
3928,8.797903
3929,12.71579
3930,43.43477
3931,85.17070839
3932,12.70712
3933,12.03969
3934,85.17070839
3935,9.413322
3936,10.08942
3937,8.815239
3938,12.24772
3939,23.38595
3940,24.95484
3941,21.41834
3942,18.55794
3943,12.26506
3944,21.41834
3945,34.29882
3946,36.53513
3947,8.815239
3948,36.53513
3949,9.768706
3950,12.70712
3951,39.04015
3952,30.875
3953,24.86816
3954,10.95621
3955,12.08303
3956,38.23404
3957,9.161955
3958,12.42108
3959,13.17518
3960,12.27372
3961,83.75446549
3962,14.47537
3963,11.47628
3964,43.43477
3965,10.23677
3966,10.23677
3967,23.698
3968,12.14371
3969,83.75446549
3970,12.14371
3971,9.864053
3972,12.08303
3973,60.11999161
3974,20.01414
3975,8.347174
3976,13.9813
3977,13.61725
3978,18.55794
3979,12.58577
3980,12.14371
3981,11.81433
3982,67.14143
3983,58.02282
3984,12.14371
3985,10.12409
3986,83.75446549
3987,12.70712
3988,12.42108
3989,11.47628
3990,34.29882
3991,75.97401
3992,62.7780519
3993,58.02282
3994,36.43979
3995,12.58577
3996,74.01507
3997,13.61725
3998,24.95484
3999,36.53513
4000,26.54107
4001,9.708031
4002,18.55794
4003,75.97401
4004,8.797903
4005,9.161955
4006,62.7780519
4007,11.81433
4008,50.38642
4009,38.23404
4010,8.347174
4011,39.04015
4012,11.19891
4013,23.71533
4014,9.708031
4015,9.933396
4016,11.81433
4017,10.23677
4018,23.38595
4019,9.933396
4020,30.875
4021,30.875
4022,22.21579
4023,9.864053
4024,23.71533
4025,23.38595
4026,12.26506
4027,67.14143
4028,47.25731
4029,10.12409
4030,36.53513
4031,36.53513
4032,12.03969
4033,11.81433
4034,20.01414
4035,23.698
4036,18.55794
4037,24.95484
4038,10.08942
4039,12.70712
4040,13.61725
4041,13.9813
4042,9.933396
4043,10.08942
4044,74.01507
4045,23.698
4046,22.48449
4047,10.12409
4048,9.864053
4049,39.04015
4050,9.864053
4051,7.879107
4052,12.03969
4053,9.413323
4054,55.369
4055,28.50001
4056,10.12409
4057,13.38321
4058,30.875
4059,12.70712
4060,12.37774
4061,60.11999161
4062,77.78562545
4063,36.53513
4064,20.01414
4065,12.24772
4066,36.43979
4067,30.875
4068,34.29882
4069,39.93295
4070,71.97258787
4071,58.02282
4072,13.38321
4073,23.71533
4074,9.994071
4075,18.55794
4076,80.31953005
4077,22.21579
4078,75.97401
4079,9.708031
4080,21.41834
4081,20.3782
4082,60.11999161
4083,21.41834
4084,77.78562545
4085,39.04015
4086,19.09535
4087,12.27372
4088,10.23677
4089,11.71031
4090,10.86086
4091,24.86816
4092,9.768706
4093,21.41834
4094,55.369
4095,11.81433
4096,55.369
4097,18.26323
4098,26.54107
4099,14.06798
4100,11.47628
4101,12.07436
4102,8.347174
4103,36.53513
4104,47.25731
4105,39.04015
4106,85.17070839
4107,71.97258787
4108,13.66059
4109,49.50098024
4110,7.879107
4111,12.58577
4112,12.42108
4113,8.815239
4114,28.50001
4115,10.95621
4116,14.47537
4117,10.86086
4118,12.71579
4119,85.17070839
4120,11.81433
4121,71.97258787
4122,12.71579
4123,12.42108
4124,36.43979
4125,36.53513
4126,10.91287
4127,50.38642
4128,28.50001
4129,50.38642
4130,23.38595
4131,12.70712
4132,77.78562545
4133,11.71031
4134,12.21305
4135,75.97401
4136,22.21579
4137,10.12409
4138,24.95484
4139,34.29882
4140,27.45986
4141,58.02282
4142,8.797903
4143,9.933396
4144,43.43477
4145,12.27372
4146,28.50001
4147,13.17518
4148,12.37774
4149,26.54107
4150,9.413322
4151,23.38595
4152,11.19891
4153,20.3782
4154,24.95484
4155,83.75446549
4156,12.70712
4157,12.24772
4158,11.19891
4159,23.698
4160,12.58577
4161,14.47537
4162,80.31953005
4163,23.698
4164,9.413323
4165,22.48449
4166,36.53513
4167,34.29882
4168,22.21579
4169,49.50098024
4170,12.08303
4171,12.37774
4172,9.864053
4173,9.864053
4174,24.95484
4175,10.91287
4176,8.815239
4177,12.26506
4178,20.3782
4179,77.78562545
4180,39.93295
4181,10.12409
4182,9.413322
4183,74.01507
4184,75.97401
4185,21.41834
4186,30.875
4187,18.26323
4188,13.9813
4189,18.55794
4190,11.71031
4191,38.23404
4192,11.19891
4193,39.93295
4194,24.86816
4195,12.37774
4196,13.17518
4197,12.70712
4198,38.23404
4199,36.53513
4200,10.95621
4201,12.49909
4202,23.698
4203,20.01414
4204,12.58577
4205,12.49909
4206,9.864053
4207,21.41834
4208,50.38642
4209,36.43979
4210,23.698
4211,36.53513
4212,9.933396
4213,19.09535
4214,47.25731
4215,20.3782
4216,50.38642
4217,36.53513
4218,12.03969
4219,58.02282
4220,13.9813
4221,12.71579
4222,9.994071
4223,11.47628
4224,24.95484
4225,11.81433
4226,83.75446549
4227,24.95484
4228,13.17518
4229,22.48449
4230,39.04015
4231,80.31953005
4232,24.86816
4233,39.93295
4234,77.78562545
4235,23.698
4236,10.23677
4237,10.91287
4238,49.50098024
4239,12.27372
4240,12.58577
4241,12.71579
4242,71.97258787
4243,23.71533
4244,74.01507
4245,13.61725
4246,12.27372
4247,13.66059
4248,11.19891
4249,13.38321
4250,9.413322
4251,10.12409
4252,13.17518
4253,12.21305
4254,11.71031
4255,55.369
4256,9.413323
4257,12.58577
4258,11.19891
4259,9.708031
4260,13.61725
4261,9.933396
4262,9.413322
4263,39.93295
4264,23.698
4265,11.71031
4266,10.08942
4267,36.43979
4268,10.91287
4269,50.38642
4270,22.21579
4271,9.933396
4272,24.86816
4273,9.864053
4274,47.25731
4275,24.86816
4276,23.38595
4277,58.02282
4278,36.53513
4279,21.41834
4280,20.01414
4281,10.12409
4282,9.933396
4283,47.25731
4284,23.698
4285,74.01507
4286,24.95484
4287,75.97401
4288,10.91287
4289,9.864053
4290,43.43477
4291,12.03969
4292,80.31953005
4293,9.933396
4294,83.75446549
4295,36.43979
4296,9.933396
4297,12.24772
4298,26.54107
4299,23.38595
4300,24.95484
4301,12.58577
4302,11.47628
4303,49.50098024
4304,24.86816
4305,28.50001
4306,12.08303
4307,85.17070839
4308,62.7780519
4309,22.21579
4310,13.61725
4311,62.7780519
4312,11.47628
4313,19.09535
4314,9.864053
4315,12.07436
4316,18.55794
4317,30.875
4318,12.49909
4319,39.04015
4320,71.97258787
4321,10.23677
4322,11.71031
4323,19.09535
4324,9.994071
4325,8.797903
4326,8.797903
4327,10.12409
4328,26.54107
4329,12.49909
4330,45.81844
4331,12.27372
4332,18.26323
4333,13.66059
4334,12.37774
4335,12.37774
4336,75.97401
4337,11.47628
4338,14.06798
4339,83.75446549
4340,9.864053
4341,8.347174
4342,8.347174
4343,27.45986
4344,18.26323
4345,14.06798
4346,74.01507
4347,34.29882
4348,26.54107
4349,10.08942
4350,75.97401
4351,75.97401
4352,27.45986
4353,74.01507
4354,11.71031
4355,11.47628
4356,26.54107
4357,47.25731
4358,24.86816
4359,12.26506
4360,12.08303
4361,50.38642
4362,21.41834
4363,12.26506
4364,22.21579
4365,19.09535
4366,11.81433
4367,10.91287
4368,12.27372
4369,11.19891
4370,30.875
4371,13.17518
4372,8.797903
4373,38.23404
4374,20.01414
4375,9.933396
4376,49.50098024
4377,28.50001
4378,9.768706
4379,12.49909
4380,8.815239
4381,20.3782
4382,11.47628
4383,13.17518
4384,36.53513
4385,11.81433
4386,12.27372
4387,9.413323
4388,12.21305
4389,14.06798
4390,12.49909
4391,12.24772
4392,9.413322
4393,30.875
4394,11.81433
4395,20.01414
4396,19.09535
4397,13.66059
4398,24.95484
4399,8.815239
4400,38.23404
4401,11.19891
4402,27.45986
4403,39.04015
4404,8.347174
4405,12.42108
4406,12.70712
4407,47.25731
4408,13.17518
4409,12.07436
4410,10.86086
4411,12.27372
4412,50.38642
4413,12.24772
4414,83.75446549
4415,12.71579
4416,39.04015
4417,9.994071
4418,12.08303
4419,12.03969
4420,10.23677
4421,36.43979
4422,9.864053
4423,18.26323
4424,45.81844
4425,13.61725
4426,13.66059
4427,22.48449
4428,11.47628
4429,8.347174
4430,9.161955
4431,80.31953005
4432,39.93295
4433,38.23404
4434,9.768706
4435,10.86086
4436,9.708031
4437,39.04015
4438,11.47628
4439,10.95621
4440,9.708031
4441,39.04015
4442,58.02282
4443,14.06798
4444,9.161955
4445,21.41834
4446,62.7780519
4447,75.97401
4448,14.06798
4449,9.161955
4450,60.11999161
4451,9.413323
4452,36.43979
4453,10.23677
4454,12.21305
4455,10.23677
4456,60.11999161
4457,7.879107
4458,75.97401
4459,36.43979
4460,27.45986
4461,75.97401
4462,43.43477
4463,85.17070839
4464,10.91287
4465,12.26506
4466,7.879107
4467,13.38321
4468,10.91287
4469,12.37774
4470,9.708031
4471,9.864053
4472,14.47537
4473,12.14371
4474,10.12409
4475,10.86086
4476,10.86086
4477,12.14371
4478,12.49909
4479,9.864053
4480,14.47537
4481,12.70712
4482,9.994071
4483,22.21579
4484,26.54107
4485,10.23677
4486,71.97258787
4487,13.9813
4488,77.78562545
4489,19.09535
4490,27.45986
4491,8.347174
4492,9.161955
4493,12.26506
4494,18.26323
4495,11.19891
4496,12.24772
4497,21.41834
4498,62.7780519
4499,34.29882
4500,20.01414
4501,12.42108
4502,11.81433
4503,62.7780519
4504,12.58577
4505,71.97258787
4506,83.75446549
4507,80.31953005
4508,80.31953005
4509,12.08303
4510,13.9813
4511,27.45986
4512,7.879107
4513,9.933396
4514,49.50098024
4515,12.70712
4516,13.38321
4517,23.38595
4518,9.708031
4519,9.933396
4520,21.41834
4521,9.933396
4522,14.47537
4523,20.3782
4524,9.768706
4525,75.97401
4526,9.413322
4527,55.369
4528,21.41834
4529,34.29882
4530,71.97258787
4531,13.66059
4532,10.86086
4533,9.708031
4534,10.23677
4535,23.71533
4536,55.369
4537,11.71031
4538,49.50098024
4539,58.02282
4540,36.43979
4541,8.815239
4542,45.81844
4543,39.93295
4544,11.71031
4545,8.347174
4546,71.97258787
4547,24.86816
4548,49.50098024
4549,10.23677
4550,9.864053
4551,8.347174
4552,36.43979
4553,22.48449
4554,58.02282
4555,12.07436
4556,8.347174
4557,9.708031
4558,20.3782
4559,20.01414
4560,55.369
4561,36.53513
4562,27.45986
4563,49.50098024
4564,8.347174
4565,28.50001
4566,60.11999161
4567,67.14143
4568,20.3782
4569,10.23677
4570,9.864053
4571,49.50098024
4572,80.31953005
4573,23.38595
4574,14.47537
4575,12.03969
4576,12.07436
4577,24.86816
4578,24.86816
4579,47.25731
4580,30.875
4581,30.875
4582,74.01507
4583,18.26323
4584,8.347174
4585,58.02282
4586,10.91287
4587,9.708031
4588,30.875
4589,12.07436
4590,20.3782
4591,34.29882
4592,9.161955
4593,22.21579
4594,9.413322
4595,28.50001
4596,22.21579
4597,8.815239
4598,20.3782
4599,45.81844
4600,12.49909
4601,12.03969
4602,30.875
4603,9.768706
4604,13.17518
4605,26.54107
4606,45.81844
4607,24.95484
4608,12.21305
4609,9.161955
4610,9.708031
4611,49.50098024
4612,20.01414
4613,10.23677
4614,23.698
4615,12.14371
4616,12.27372
4617,24.95484
4618,14.06798
4619,60.11999161
4620,13.17518
4621,18.26323
4622,12.37774
4623,30.875
4624,50.38642
4625,80.31953005
4626,8.797903
4627,24.86816
4628,43.43477
4629,14.06798
4630,43.43477
4631,12.71579
4632,20.01414
4633,50.38642
4634,12.37774
4635,13.66059
4636,10.95621
4637,49.50098024
4638,8.797903
4639,23.38595
4640,11.47628
4641,22.21579
4642,22.21579
4643,20.3782
4644,12.08303
4645,10.23677
4646,13.66059
4647,47.25731
4648,9.864053
4649,12.27372
4650,13.9813
4651,43.43477
4652,12.08303
4653,8.815239
4654,27.45986
4655,8.347174
4656,9.413322
4657,13.66059
4658,71.97258787
4659,8.797903
4660,45.81844
4661,24.86816
4662,10.12409
4663,19.09535
4664,12.27372
4665,12.70712
4666,50.38642
4667,10.23677
4668,12.58577
4669,14.47537
4670,62.7780519
4671,19.09535
4672,11.71031
4673,
4674,12.26506
4675,12.14371
4676,12.70712
4677,80.31953005
4678,8.347174
4679,39.04015
4680,21.41834
4681,12.07436
4682,80.31953005
4683,9.161955
4684,83.75446549
4685,36.53513
4686,20.01414
4687,43.43477
4688,9.413322
4689,39.93295
4690,10.12409
4691,11.19891
4692,13.9813
4693,50.38642
4694,21.41834
4695,12.24772
4696,23.698
4697,9.864053
4698,9.864053
4699,13.66059
4700,12.49909
4701,9.768706
4702,23.38595
4703,39.93295
4704,14.06798
4705,23.698
4706,13.9813
4707,9.768706
4708,50.38642
4709,10.91287
4710,10.12409
4711,23.698
4712,10.12409
4713,9.413323
4714,75.97401
4715,26.54107
4716,12.26506
4717,49.50098024
4718,39.93295
4719,12.14371
4720,39.93295
4721,12.58577
4722,24.86816
4723,14.47537
4724,75.97401
4725,23.71533
4726,22.21579
4727,12.27372
4728,13.61725
4729,30.875
4730,77.78562545
4731,23.71533
4732,9.413323
4733,22.48449
4734,23.71533
4735,20.01414
4736,14.06798
4737,12.71579
4738,47.25731
4739,22.21579
4740,12.49909
4741,83.75446549
4742,11.71031
4743,12.21305
4744,13.61725
4745,12.03969
4746,20.01414
4747,39.04015
4748,8.815239
4749,12.07436
4750,43.43477
4751,9.994071
4752,26.54107
4753,27.45986
4754,14.47537
4755,62.7780519
4756,9.994071
4757,9.413322
4758,23.71533
4759,20.01414
4760,9.413322
4761,11.71031
4762,20.01414
4763,9.768706
4764,10.12409
4765,7.879107
4766,50.38642
4767,67.14143
4768,9.413323
4769,74.01507
4770,8.347174
4771,10.12409
4772,12.49909
4773,23.38595
4774,10.86086
4775,12.49909
4776,23.698
4777,12.42108
4778,28.50001
4779,75.97401
4780,12.21305
4781,9.708031
4782,7.879107
4783,12.24772
4784,9.161955
4785,9.994071
4786,74.01507
4787,47.25731
4788,36.43979
4789,12.37774
4790,39.04015
4791,24.86816
4792,9.708031
4793,10.23677
4794,22.48449
4795,12.24772
4796,8.815239
4797,18.55794
4798,30.875
4799,23.71533
4800,18.26323
4801,8.347174
4802,9.768706
4803,67.14143
4804,12.70712
4805,13.66059
4806,12.71579
4807,10.12409
4808,13.61725
4809,85.17070839
4810,85.17070839
4811,11.47628
4812,74.01507
4813,12.03969
4814,43.43477
4815,67.14143
4816,10.95621
4817,21.41834
4818,18.26323
4819,12.70712
4820,67.14143
4821,10.12409
4822,80.31953005
4823,75.97401
4824,8.797903
4825,9.161955
4826,9.864053
4827,13.17518
4828,34.29882
4829,9.161955
4830,12.03969
4831,60.11999161
4832,13.9813
4833,24.95484
4834,24.95484
4835,83.75446549
4836,22.48449
4837,30.875
4838,77.78562545
4839,12.49909
4840,58.02282
4841,13.38321
4842,67.14143
4843,12.14371
4844,9.413323
4845,12.26506
4846,14.47537
4847,21.41834
4848,7.879107
4849,9.161955
4850,10.86086
4851,38.23404
4852,18.26323
4853,43.43477
4854,55.369
4855,11.81433
4856,12.26506
4857,60.11999161
4858,24.86816
4859,58.02282
4860,85.17070839
4861,12.27372
4862,77.78562545
4863,60.11999161
4864,9.864053
4865,11.47628
4866,21.41834
4867,10.12409
4868,12.08303
4869,11.71031
4870,10.91287
4871,30.875
4872,11.47628
4873,36.53513
4874,58.02282
4875,19.09535
4876,12.70712
4877,8.347174
4878,77.78562545
4879,26.54107
4880,58.02282
4881,27.45986
4882,47.25731
4883,80.31953005
4884,9.708031
4885,20.01414
4886,9.994071
4887,24.86816
4888,12.37774
4889,12.58577
4890,24.86816
4891,23.698
4892,39.93295
4893,11.19891
4894,13.38321
4895,75.97401
4896,49.50098024
4897,12.03969
4898,10.08942
4899,12.26506
4900,34.29882
4901,7.879107
4902,12.70712
4903,39.04015
4904,24.95484
4905,50.38642
4906,8.347174
4907,11.19891
4908,39.04015
4909,9.161955
4910,8.797903
4911,12.49909
4912,21.41834
4913,24.86816
4914,12.70712
4915,24.95484
4916,75.97401
4917,22.21579
4918,10.86086
4919,14.47537
4920,9.413323
4921,9.864053
4922,24.86816
4923,55.369
4924,36.43979
4925,49.50098024
4926,8.815239
4927,36.43979
4928,10.86086
4929,14.47537
4930,10.95621
4931,7.879107
4932,13.9813
4933,9.161955
4934,13.9813
4935,24.95484
4936,10.12409
4937,9.161955
4938,60.11999161
4939,62.7780519
4940,26.54107
4941,13.66059
4942,39.93295
4943,14.06798
4944,7.879107
4945,14.06798
4946,34.29882
4947,26.54107
4948,12.08303
4949,10.12409
4950,20.3782
4951,67.14143
4952,24.86816
4953,47.25731
4954,83.75446549
4955,12.71579
4956,20.01414
4957,9.994071
4958,12.14371
4959,12.71579
4960,10.23677
4961,22.21579
4962,19.09535
4963,27.45986
4964,47.25731
4965,11.47628
4966,45.81844
4967,71.9725878669
4968,9.161955
4969,22.48449
4970,28.50001
4971,20.3782
4972,12.14371
4973,23.71533
4974,49.5009802438
4975,58.02282
4976,12.14371
4977,9.161955
4978,55.369
4979,12.70712
4980,9.994071
4981,50.38642
4982,23.698
4983,9.708031
4984,39.04015
4985,36.43979
4986,24.95484
4987,9.864053
4988,10.91287
4989,11.47628
4990,13.38321
4991,22.48449
4992,85.1707083947
4993,12.70712
4994,12.27372
4995,12.26506
4996,43.43477
4997,24.86816
4998,12.42108
4999,12.24772
5000,75.97401
5001,23.698
5002,12.24772
5003,77.7856254495
5004,12.58577
5005,11.71031
5006,23.71533
5007,80.3195300542
5008,60.1199916104
5009,10.08942
5010,77.7856254495
5011,20.3782
5012,45.81844
5013,24.86816
5014,13.38321
5015,77.7856254495
5016,9.864053
5017,10.23677
5018,45.81844
5019,22.48449
5020,39.93295
5021,13.9813
5022,74.01507
5023,12.14371
5024,62.7780519037
5025,43.43477
5026,67.14143
5027,23.698
5028,14.06798
5029,9.413322
5030,28.50001
